id_orden,id_cliente,id_empleado,id_tienda,id_metodo_pago,fecha_orden,estado
1304,441,13,8,1,2023-01-26 20:44:00,Completada
2745,292,7,11,2,2023-01-27 10:33:00,Completada
1569,392,14,2,4,2023-01-27 19:16:00,Devuelta
3647,334,17,9,2,2023-01-28 11:01:00,Completada
4199,359,22,16,5,2023-01-28 12:07:00,Completada
4125,73,15,14,5,2023-01-28 20:00:00,Completada
3113,288,15,2,2,2023-01-29 11:07:00,Completada
2783,179,12,6,1,2023-01-29 16:13:00,Completada
2986,226,4,9,2,2023-01-29 19:33:00,Completada
3618,279,22,11,3,2023-01-30 13:52:00,Enviada
4329,156,22,14,6,2023-01-30 13:52:00,Completada
4256,273,4,6,3,2023-01-31 10:49:00,Completada
3630,412,15,6,5,2023-01-31 14:41:00,Devuelta
2162,23,8,18,1,2023-01-31 22:17:00,Completada
778,47,13,8,3,2023-02-01 11:59:00,Completada
4809,10,20,20,3,2023-02-01 12:51:00,Completada
812,407,21,15,1,2023-02-02 08:34:00,Cancelada
280,398,7,13,3,2023-02-02 10:16:00,Devuelta
743,483,1,14,1,2023-02-02 11:13:00,Completada
3617,329,10,13,1,2023-02-02 14:01:00,Completada
3114,271,8,19,6,2023-02-02 19:12:00,Completada
2539,326,21,19,3,2023-02-02 22:31:00,Completada
3342,358,6,9,2,2023-02-02 22:44:00,Completada
4461,197,1,6,1,2023-02-03 09:30:00,Completada
3093,364,10,17,6,2023-02-03 09:47:00,Completada
1732,245,19,11,4,2023-02-03 11:33:00,Completada
793,70,13,9,5,2023-02-03 12:35:00,Devuelta
476,332,7,3,6,2023-02-03 13:50:00,Cancelada
2042,296,16,5,2,2023-02-03 16:08:00,Completada
4344,432,12,8,6,2023-02-03 17:59:00,Completada
465,494,24,17,1,2023-02-03 18:32:00,Completada
620,421,21,15,6,2023-02-04 13:21:00,Completada
1620,357,21,5,3,2023-02-04 14:43:00,Enviada
73,220,13,17,4,2023-02-05 09:18:00,Completada
4818,479,14,7,5,2023-02-05 15:00:00,Cancelada
4551,141,20,13,1,2023-02-05 17:43:00,Enviada
2730,20,23,1,1,2023-02-05 21:16:00,Completada
3105,367,6,17,5,2023-02-06 08:25:00,Completada
1505,17,21,8,3,2023-02-06 09:25:00,Pendiente
3644,127,21,17,1,2023-02-06 17:58:00,Completada
2834,72,5,2,5,2023-02-06 20:02:00,Completada
413,109,8,19,6,2023-02-07 13:19:00,Completada
3155,433,11,10,3,2023-02-07 13:56:00,Devuelta
2106,335,19,7,2,2023-02-07 14:37:00,Completada
4750,373,13,14,1,2023-02-07 16:30:00,Completada
2271,289,20,19,5,2023-02-08 11:36:00,Completada
457,59,1,2,5,2023-02-08 12:13:00,Completada
3314,18,7,19,3,2023-02-08 12:35:00,Completada
1671,272,3,20,4,2023-02-08 21:32:00,Completada
2482,59,8,1,6,2023-02-08 22:31:00,Completada
1722,418,21,6,3,2023-02-08 22:46:00,Completada
1938,207,15,6,1,2023-02-09 10:03:00,Completada
2114,185,2,5,4,2023-02-09 12:55:00,Completada
1190,470,4,14,5,2023-02-09 14:50:00,Completada
1435,495,13,9,6,2023-02-10 08:44:00,Completada
2917,271,24,8,6,2023-02-10 08:55:00,Cancelada
3875,106,20,10,3,2023-02-10 14:35:00,Completada
2862,338,10,4,2,2023-02-10 16:20:00,Completada
4993,176,21,1,6,2023-02-10 19:01:00,Completada
3356,108,16,6,2,2023-02-10 20:17:00,Completada
3123,190,1,6,5,2023-02-10 21:28:00,Completada
9,168,8,5,5,2023-02-10 21:56:00,Cancelada
1319,459,13,6,3,2023-02-11 13:52:00,Pendiente
473,168,4,2,4,2023-02-11 14:55:00,Completada
34,403,17,5,4,2023-02-11 17:09:00,Completada
4545,495,25,3,4,2023-02-12 10:16:00,Completada
4564,160,18,2,5,2023-02-12 10:26:00,Completada
130,134,2,3,5,2023-02-12 20:43:00,Completada
3460,384,18,16,1,2023-02-12 21:43:00,Completada
267,468,22,1,3,2023-02-13 08:50:00,Completada
2649,61,14,7,5,2023-02-13 12:12:00,Completada
2941,249,16,18,1,2023-02-13 18:57:00,Completada
1981,164,23,13,5,2023-02-13 19:24:00,Completada
2120,61,13,1,5,2023-02-14 08:15:00,Completada
4653,333,14,15,1,2023-02-14 10:09:00,Completada
4067,201,16,3,2,2023-02-14 10:38:00,Completada
3458,13,14,15,2,2023-02-14 10:53:00,Completada
217,142,17,10,4,2023-02-14 21:42:00,Completada
2646,171,20,6,3,2023-02-16 12:26:00,Completada
736,324,10,15,1,2023-02-16 12:29:00,Completada
1887,325,18,15,5,2023-02-17 10:46:00,Enviada
3292,253,20,14,4,2023-02-17 13:27:00,Enviada
4408,172,24,15,4,2023-02-17 16:32:00,Completada
3537,286,11,8,3,2023-02-17 17:50:00,Completada
3372,103,21,16,2,2023-02-17 19:43:00,Completada
2608,459,22,1,1,2023-02-19 15:29:00,Completada
2247,495,10,8,6,2023-02-19 15:40:00,Completada
4705,170,16,15,3,2023-02-19 18:42:00,Completada
2089,338,24,13,1,2023-02-19 20:19:00,Completada
3503,187,9,12,1,2023-02-20 10:28:00,Pendiente
924,355,14,15,3,2023-02-20 15:06:00,Completada
3277,66,5,5,5,2023-02-20 17:40:00,Completada
2673,170,24,19,3,2023-02-21 14:59:00,Completada
3385,439,7,7,3,2023-02-21 19:14:00,Completada
2506,224,8,19,6,2023-02-21 19:37:00,Completada
4381,357,3,10,5,2023-02-21 19:46:00,Completada
129,434,25,4,1,2023-02-22 09:14:00,Completada
4849,95,4,6,6,2023-02-22 09:38:00,Completada
277,275,7,12,1,2023-02-22 10:00:00,Completada
1271,489,24,13,3,2023-02-22 11:10:00,Completada
4931,217,25,12,1,2023-02-22 13:13:00,Completada
41,408,15,11,4,2023-02-22 22:19:00,Pendiente
869,277,5,15,6,2023-02-23 09:22:00,Enviada
4361,455,21,2,3,2023-02-23 10:50:00,Completada
540,201,23,2,5,2023-02-23 13:35:00,Completada
3412,145,8,14,5,2023-02-23 15:33:00,Completada
322,432,23,10,2,2023-02-23 17:59:00,Completada
523,143,16,16,1,2023-02-23 19:11:00,Completada
4187,220,18,16,2,2023-02-23 19:27:00,Completada
1893,474,12,8,3,2023-02-23 20:25:00,Enviada
3589,297,15,18,1,2023-02-24 09:40:00,Pendiente
3115,140,19,15,1,2023-02-24 11:30:00,Devuelta
623,193,4,8,4,2023-02-24 17:30:00,Completada
4620,233,12,6,4,2023-02-24 20:26:00,Devuelta
1058,411,14,17,3,2023-02-24 21:54:00,Completada
21,44,6,16,1,2023-02-25 09:41:00,Completada
2414,414,2,7,3,2023-02-25 12:31:00,Completada
900,232,3,9,6,2023-02-25 19:29:00,Pendiente
2854,13,3,13,4,2023-02-25 20:57:00,Completada
2908,89,7,9,1,2023-02-26 11:51:00,Completada
1806,485,16,15,4,2023-02-26 15:07:00,Cancelada
4928,361,6,1,4,2023-02-26 17:57:00,Completada
2964,270,12,7,4,2023-02-26 20:03:00,Completada
3715,253,25,3,1,2023-02-27 19:42:00,Completada
1207,409,2,1,2,2023-02-27 19:44:00,Completada
565,463,6,18,1,2023-02-28 09:02:00,Completada
2997,206,6,3,1,2023-02-28 12:16:00,Completada
4513,102,19,17,1,2023-02-28 15:42:00,Completada
2760,209,10,2,4,2023-02-28 19:52:00,Completada
1335,282,7,16,5,2023-03-01 10:12:00,Completada
3791,403,17,18,3,2023-03-01 10:59:00,Completada
16,409,13,11,3,2023-03-01 14:21:00,Completada
2565,217,10,20,4,2023-03-01 15:32:00,Completada
2259,246,12,9,2,2023-03-01 21:11:00,Completada
1480,265,19,18,4,2023-03-01 21:43:00,Cancelada
2824,394,9,20,5,2023-03-02 09:47:00,Pendiente
1096,364,16,12,4,2023-03-02 13:51:00,Completada
2128,311,25,20,1,2023-03-02 16:17:00,Completada
3750,461,9,8,2,2023-03-02 17:15:00,Completada
853,494,13,14,5,2023-03-02 18:17:00,Cancelada
4684,352,18,3,3,2023-03-02 21:46:00,Completada
4696,347,23,20,3,2023-03-02 22:11:00,Completada
1196,409,8,8,4,2023-03-02 22:51:00,Devuelta
4433,22,19,12,4,2023-03-03 09:11:00,Completada
2334,156,5,6,1,2023-03-03 09:30:00,Enviada
3530,371,9,7,6,2023-03-03 13:08:00,Completada
329,50,23,11,3,2023-03-04 09:47:00,Pendiente
568,213,11,7,1,2023-03-04 15:56:00,Completada
288,286,14,4,2,2023-03-05 08:30:00,Completada
4846,109,11,18,6,2023-03-05 10:23:00,Completada
1629,212,24,14,6,2023-03-05 15:10:00,Completada
1672,59,12,10,6,2023-03-05 21:37:00,Completada
4403,271,11,15,3,2023-03-06 09:21:00,Pendiente
827,435,13,18,2,2023-03-06 09:25:00,Completada
727,497,19,11,6,2023-03-06 12:26:00,Completada
1947,443,21,3,6,2023-03-06 13:05:00,Devuelta
4295,308,19,16,6,2023-03-06 17:49:00,Completada
4600,319,11,4,2,2023-03-07 15:59:00,Completada
4201,324,2,12,2,2023-03-07 17:48:00,Completada
3538,458,14,7,4,2023-03-07 22:08:00,Completada
1233,134,2,8,4,2023-03-08 10:38:00,Completada
4227,480,23,2,6,2023-03-08 11:17:00,Completada
4732,28,9,4,1,2023-03-08 13:26:00,Completada
1561,279,7,16,3,2023-03-08 13:52:00,Completada
986,183,15,13,2,2023-03-08 15:16:00,Enviada
1835,57,3,20,2,2023-03-08 16:22:00,Completada
517,84,13,19,1,2023-03-08 17:09:00,Completada
4348,30,21,18,4,2023-03-08 18:18:00,Completada
2221,112,19,2,1,2023-03-08 18:36:00,Completada
4854,191,16,18,5,2023-03-08 18:46:00,Completada
2839,360,8,19,4,2023-03-09 10:35:00,Completada
839,337,16,16,4,2023-03-09 10:59:00,Completada
2768,235,17,18,6,2023-03-09 20:42:00,Completada
1955,154,6,7,1,2023-03-10 11:29:00,Completada
1253,228,15,12,4,2023-03-10 12:01:00,Completada
3400,22,17,9,6,2023-03-10 14:20:00,Completada
745,111,13,8,4,2023-03-10 15:38:00,Completada
1782,390,15,15,2,2023-03-10 20:38:00,Cancelada
2457,442,20,4,3,2023-03-11 08:39:00,Completada
4430,98,17,14,2,2023-03-11 16:16:00,Completada
2041,290,3,15,2,2023-03-12 12:38:00,Completada
3821,135,8,2,4,2023-03-12 17:20:00,Completada
1183,74,17,19,2,2023-03-12 17:39:00,Completada
3607,393,13,1,4,2023-03-12 22:43:00,Pendiente
3713,17,15,5,5,2023-03-12 22:52:00,Completada
3886,306,18,2,5,2023-03-13 09:07:00,Completada
1291,434,3,12,5,2023-03-13 16:36:00,Completada
2669,50,7,20,2,2023-03-13 18:20:00,Completada
2942,227,1,8,6,2023-03-13 21:47:00,Pendiente
4738,297,17,16,3,2023-03-14 13:04:00,Completada
1109,293,24,9,5,2023-03-14 16:51:00,Enviada
1377,108,25,5,3,2023-03-14 17:45:00,Completada
2263,399,18,9,2,2023-03-14 18:08:00,Completada
4950,72,9,8,2,2023-03-14 18:40:00,Devuelta
2409,122,3,18,2,2023-03-14 19:59:00,Cancelada
3977,216,24,10,3,2023-03-14 22:29:00,Completada
1785,240,10,16,3,2023-03-15 13:15:00,Cancelada
191,423,6,10,4,2023-03-15 17:04:00,Completada
4529,473,7,14,4,2023-03-15 17:17:00,Completada
3489,355,19,2,4,2023-03-16 11:14:00,Completada
2296,320,24,3,6,2023-03-16 15:24:00,Completada
673,51,12,13,2,2023-03-16 21:25:00,Completada
2911,371,1,15,2,2023-03-17 11:10:00,Completada
141,213,1,15,6,2023-03-17 15:05:00,Completada
2517,129,16,2,4,2023-03-17 19:09:00,Completada
4241,235,6,19,6,2023-03-18 12:10:00,Completada
251,424,12,7,1,2023-03-18 12:31:00,Completada
1431,8,7,17,5,2023-03-18 14:56:00,Completada
2863,448,3,9,1,2023-03-18 15:42:00,Enviada
670,448,22,12,1,2023-03-18 22:58:00,Completada
2547,392,3,8,1,2023-03-19 17:11:00,Completada
4829,272,13,3,2,2023-03-20 10:43:00,Enviada
4948,232,3,17,1,2023-03-20 14:06:00,Completada
2174,32,25,13,6,2023-03-20 16:06:00,Completada
4961,7,5,12,5,2023-03-21 14:44:00,Completada
3704,375,4,16,3,2023-03-21 22:07:00,Completada
1736,49,5,11,2,2023-03-21 22:50:00,Completada
394,87,24,8,4,2023-03-22 11:45:00,Cancelada
226,207,22,14,6,2023-03-22 12:50:00,Completada
4460,215,13,9,5,2023-03-22 13:41:00,Pendiente
2178,36,15,13,6,2023-03-22 16:24:00,Completada
1450,421,19,3,3,2023-03-22 16:31:00,Completada
4087,495,5,4,3,2023-03-22 18:09:00,Completada
3569,96,17,3,6,2023-03-22 19:05:00,Completada
774,354,2,16,1,2023-03-22 21:04:00,Enviada
1461,170,21,6,6,2023-03-22 21:18:00,Completada
3658,214,15,16,1,2023-03-23 16:50:00,Completada
1694,405,25,12,1,2023-03-23 18:20:00,Completada
127,372,5,19,3,2023-03-23 22:27:00,Completada
4929,324,8,20,3,2023-03-23 22:34:00,Cancelada
610,380,3,11,3,2023-03-24 08:02:00,Completada
2683,155,23,10,5,2023-03-24 10:43:00,Completada
1156,274,23,9,4,2023-03-24 11:53:00,Completada
2597,365,21,1,6,2023-03-24 15:46:00,Completada
3253,113,1,6,6,2023-03-24 16:09:00,Completada
32,178,5,19,6,2023-03-24 20:01:00,Completada
2797,366,6,15,2,2023-03-25 09:20:00,Cancelada
2537,279,19,11,2,2023-03-25 10:06:00,Completada
4588,197,6,9,3,2023-03-25 11:18:00,Completada
1578,475,17,16,2,2023-03-25 14:17:00,Completada
2442,209,1,5,6,2023-03-26 09:58:00,Devuelta
47,72,24,12,1,2023-03-26 13:34:00,Completada
3498,368,24,1,4,2023-03-26 15:32:00,Completada
388,162,16,5,1,2023-03-26 15:58:00,Completada
3013,345,23,20,5,2023-03-26 17:11:00,Completada
4577,323,14,18,6,2023-03-26 17:33:00,Completada
564,301,19,2,6,2023-03-26 21:55:00,Completada
4742,38,19,12,3,2023-03-27 09:02:00,Completada
3754,165,13,17,1,2023-03-27 09:13:00,Completada
3170,6,9,2,2,2023-03-27 16:06:00,Completada
2170,153,13,16,6,2023-03-27 17:47:00,Completada
982,281,23,15,6,2023-03-27 20:46:00,Completada
354,424,10,19,2,2023-03-28 14:01:00,Completada
3441,418,18,13,6,2023-03-28 15:14:00,Enviada
3962,285,23,17,3,2023-03-28 17:28:00,Enviada
2916,106,20,11,4,2023-03-28 19:31:00,Cancelada
508,161,4,16,6,2023-03-28 19:55:00,Completada
1960,315,18,20,5,2023-03-28 19:59:00,Devuelta
1827,331,1,11,1,2023-03-28 21:30:00,Enviada
2176,352,24,10,4,2023-03-28 22:15:00,Completada
2767,318,10,18,3,2023-03-29 11:06:00,Cancelada
835,329,25,5,3,2023-03-29 11:13:00,Completada
2512,195,14,14,2,2023-03-29 14:07:00,Completada
4275,422,11,8,4,2023-03-29 17:41:00,Completada
2559,316,12,16,3,2023-03-30 08:41:00,Completada
4478,348,5,13,2,2023-03-30 09:03:00,Completada
1716,407,18,4,6,2023-03-30 10:36:00,Completada
4059,471,9,3,5,2023-03-31 10:12:00,Completada
4123,109,20,1,6,2023-03-31 10:15:00,Completada
3578,447,3,2,3,2023-03-31 11:56:00,Cancelada
1603,471,21,5,3,2023-03-31 12:57:00,Completada
4765,484,23,4,4,2023-03-31 13:22:00,Cancelada
424,141,10,19,3,2023-03-31 14:23:00,Completada
2201,87,5,6,1,2023-03-31 20:10:00,Completada
2005,409,10,13,1,2023-03-31 21:08:00,Completada
3380,31,2,19,3,2023-03-31 22:46:00,Completada
4792,439,11,17,6,2023-04-01 11:13:00,Completada
747,139,25,14,1,2023-04-01 14:28:00,Completada
3623,69,16,13,3,2023-04-01 14:32:00,Completada
916,430,2,9,3,2023-04-01 17:41:00,Completada
4135,397,21,2,6,2023-04-02 09:34:00,Pendiente
3897,450,7,11,2,2023-04-02 11:02:00,Completada
4847,330,8,10,5,2023-04-02 12:59:00,Completada
3263,471,9,13,3,2023-04-02 14:30:00,Completada
4835,247,22,13,1,2023-04-02 17:15:00,Devuelta
4229,7,11,17,3,2023-04-02 17:50:00,Completada
3096,471,4,2,5,2023-04-03 09:26:00,Completada
2852,420,22,11,2,2023-04-03 10:53:00,Cancelada
3088,116,11,12,1,2023-04-03 16:06:00,Completada
3009,255,18,4,2,2023-04-04 08:16:00,Completada
89,137,22,13,3,2023-04-04 08:35:00,Completada
1465,55,2,18,4,2023-04-04 08:54:00,Completada
2520,480,9,6,1,2023-04-04 11:44:00,Completada
1420,273,22,8,6,2023-04-04 12:18:00,Completada
4988,166,2,10,3,2023-04-04 12:28:00,Completada
791,46,15,8,6,2023-04-04 17:55:00,Completada
3274,129,15,13,6,2023-04-04 18:56:00,Completada
1623,168,9,2,1,2023-04-04 19:54:00,Completada
4761,237,1,13,6,2023-04-04 20:00:00,Completada
1520,365,24,16,5,2023-04-04 22:10:00,Completada
2300,128,8,15,3,2023-04-05 09:33:00,Completada
197,456,20,20,6,2023-04-05 13:50:00,Completada
3890,195,20,4,2,2023-04-05 16:57:00,Completada
3473,404,10,14,2,2023-04-05 20:39:00,Completada
1527,41,6,18,3,2023-04-06 22:40:00,Completada
2661,28,17,5,1,2023-04-07 10:22:00,Pendiente
758,250,12,3,4,2023-04-07 13:41:00,Completada
4467,251,3,9,5,2023-04-07 14:19:00,Completada
1566,116,6,8,2,2023-04-07 22:24:00,Completada
4037,98,16,5,2,2023-04-08 10:02:00,Completada
2878,190,4,20,4,2023-04-08 12:36:00,Completada
1860,391,10,2,4,2023-04-08 14:06:00,Completada
3087,467,20,12,3,2023-04-08 16:04:00,Completada
4471,455,13,10,1,2023-04-08 21:00:00,Completada
3609,76,19,7,4,2023-04-08 21:40:00,Completada
492,153,6,18,1,2023-04-08 21:41:00,Completada
1245,12,2,10,1,2023-04-09 14:28:00,Completada
1020,290,19,15,6,2023-04-10 08:06:00,Completada
746,354,8,16,5,2023-04-10 11:47:00,Completada
1532,401,8,5,3,2023-04-10 16:59:00,Completada
1433,352,20,17,5,2023-04-10 17:03:00,Enviada
805,250,24,1,4,2023-04-10 20:00:00,Completada
3057,423,15,20,4,2023-04-10 20:41:00,Completada
2180,490,9,9,5,2023-04-11 11:18:00,Completada
2075,490,10,17,2,2023-04-11 16:25:00,Completada
4521,1,3,7,4,2023-04-11 18:24:00,Completada
1317,351,2,12,2,2023-04-11 19:30:00,Completada
219,460,15,17,3,2023-04-11 22:38:00,Completada
4828,209,13,4,5,2023-04-12 11:07:00,Completada
1266,59,12,14,5,2023-04-12 14:36:00,Devuelta
336,357,3,12,2,2023-04-12 18:05:00,Enviada
4449,224,10,10,6,2023-04-12 20:31:00,Cancelada
2522,405,13,5,1,2023-04-13 22:19:00,Completada
2317,62,10,11,1,2023-04-14 09:24:00,Cancelada
2315,193,20,20,1,2023-04-14 10:01:00,Cancelada
1338,5,25,17,1,2023-04-14 22:23:00,Pendiente
4028,46,23,1,3,2023-04-15 14:26:00,Devuelta
3967,340,6,10,1,2023-04-15 14:31:00,Completada
148,286,4,16,4,2023-04-16 11:17:00,Completada
4387,229,4,20,6,2023-04-16 12:05:00,Completada
4033,169,24,7,1,2023-04-16 12:07:00,Completada
314,120,13,4,2,2023-04-16 12:38:00,Completada
2205,464,18,16,5,2023-04-16 14:19:00,Completada
4720,296,18,3,4,2023-04-16 17:34:00,Completada
4090,459,15,20,4,2023-04-16 18:15:00,Pendiente
2413,347,13,19,1,2023-04-16 18:18:00,Completada
1770,413,10,18,2,2023-04-17 10:24:00,Completada
30,89,18,15,2,2023-04-17 13:14:00,Completada
4751,355,13,10,2,2023-04-17 14:49:00,Pendiente
3670,54,11,12,3,2023-04-17 18:09:00,Completada
436,90,20,17,2,2023-04-17 18:30:00,Completada
3375,469,4,20,6,2023-04-17 21:20:00,Enviada
1964,405,18,7,2,2023-04-17 21:42:00,Completada
1115,28,9,13,6,2023-04-18 10:14:00,Devuelta
281,120,12,1,6,2023-04-18 10:47:00,Completada
4477,266,1,17,2,2023-04-18 12:56:00,Completada
400,401,24,2,1,2023-04-18 20:40:00,Completada
2563,176,2,18,3,2023-04-18 22:34:00,Completada
3830,341,4,17,6,2023-04-18 22:55:00,Completada
2370,136,14,12,2,2023-04-19 08:45:00,Completada
2734,156,16,1,2,2023-04-19 12:23:00,Cancelada
3281,149,5,8,5,2023-04-19 17:33:00,Completada
4635,187,5,12,6,2023-04-19 19:13:00,Completada
2825,416,16,2,6,2023-04-19 21:04:00,Completada
98,375,21,10,4,2023-04-20 10:09:00,Completada
2318,17,22,14,2,2023-04-21 09:27:00,Enviada
4307,260,14,6,6,2023-04-21 09:57:00,Completada
3842,194,15,6,4,2023-04-21 21:59:00,Cancelada
1492,241,12,18,1,2023-04-22 08:41:00,Completada
4628,275,18,18,3,2023-04-22 09:03:00,Completada
2096,363,11,13,6,2023-04-22 11:39:00,Completada
3431,245,9,3,6,2023-04-22 14:22:00,Completada
2185,336,13,9,5,2023-04-22 19:33:00,Completada
2943,48,12,20,2,2023-04-22 19:58:00,Completada
1062,100,6,8,2,2023-04-22 20:57:00,Pendiente
1511,181,15,15,6,2023-04-22 21:14:00,Completada
3394,490,15,3,5,2023-04-22 21:21:00,Completada
1644,397,19,17,4,2023-04-22 21:48:00,Completada
1087,175,23,1,5,2023-04-23 12:42:00,Completada
2620,462,5,20,6,2023-04-23 16:58:00,Cancelada
