id_envio,id_orden,empresa_envio,costo_envio,tiempo_entrega_dias,fecha_estimada,fecha_real
97,4224,Servientrega,31859.0,1,2023-01-24 20:58:00,2023-01-24 20:58:00
98,695,DHL,18771.0,1,2023-01-25 12:41:00,2023-01-27 12:41:00
99,2065,Servientrega,31624.0,3,2023-01-27 18:49:00,2023-01-26 18:49:00
100,1066,Interrapidisimo,25036.0,5,2023-01-30 13:59:00,2023-02-02 13:59:00
101,3519,Interrapidisimo,9667.0,5,2023-01-30 15:41:00,2023-01-29 15:41:00
102,1952,Servientrega,30788.0,3,2023-01-29 09:49:00,2023-02-01 09:49:00
103,1106,Interrapidisimo,33499.0,6,2023-02-01 11:02:00,2023-01-31 11:02:00
104,872,Servientrega,29383.0,4,2023-01-30 12:26:00,2023-01-29 12:26:00
105,92,DHL,32664.0,1,2023-01-27 17:18:00,2023-01-25 17:18:00
106,2602,Interrapidisimo,2793.0,7,2023-02-02 19:46:00,2023-01-31 19:46:00
107,1304,Servientrega,5227.0,7,2023-02-02 20:44:00,2023-02-05 20:44:00
108,2745,FedEx,12927.0,3,2023-01-30 10:33:00,2023-02-02 10:33:00
109,1569,FedEx,33213.0,2,2023-01-29 19:16:00,2023-02-02 19:16:00
110,3647,Interrapidisimo,15288.0,3,2023-01-31 11:01:00,2023-02-03 11:01:00
111,4199,Interrapidisimo,26730.0,9,2023-02-06 12:07:00,2023-02-07 12:07:00
112,4125,DHL,10175.0,8,2023-02-05 20:00:00,2023-02-04 20:00:00
113,3113,FedEx,24709.0,1,2023-01-30 11:07:00,2023-01-28 11:07:00
114,2783,Envía,4625.0,5,2023-02-03 16:13:00,2023-02-03 16:13:00
115,2986,Interrapidisimo,21810.0,2,2023-01-31 19:33:00,2023-02-01 19:33:00
116,3618,Servientrega,16469.0,5,2023-02-04 13:52:00,2023-02-08 13:52:00
117,4329,FedEx,25709.0,5,2023-02-04 13:52:00,2023-02-02 13:52:00
118,4256,DHL,10701.0,4,2023-02-04 10:49:00,2023-02-06 10:49:00
119,3630,Servientrega,4300.0,7,2023-02-07 14:41:00,2023-02-09 14:41:00
120,2162,Servientrega,5289.0,2,2023-02-02 22:17:00,2023-02-03 22:17:00
121,778,Interrapidisimo,19601.0,8,2023-02-09 11:59:00,2023-02-11 11:59:00
122,4809,Envía,9599.0,5,2023-02-06 12:51:00,2023-02-06 12:51:00
123,280,Coordinadora,18737.0,8,2023-02-10 10:16:00,2023-02-09 10:16:00
124,743,Interrapidisimo,33204.0,5,2023-02-07 11:13:00,2023-02-08 11:13:00
125,3617,Servientrega,20817.0,4,2023-02-06 14:01:00,2023-02-05 14:01:00
126,3114,Interrapidisimo,31471.0,5,2023-02-07 19:12:00,2023-02-08 19:12:00
127,2539,Servientrega,742.0,6,2023-02-08 22:31:00,2023-02-09 22:31:00
128,3342,DHL,7922.0,5,2023-02-07 22:44:00,2023-02-08 22:44:00
129,4461,Interrapidisimo,1718.0,9,2023-02-12 09:30:00,2023-02-16 09:30:00
130,3093,Interrapidisimo,195.0,9,2023-02-12 09:47:00,2023-02-14 09:47:00
131,1732,Servientrega,24369.0,7,2023-02-10 11:33:00,2023-02-14 11:33:00
132,793,FedEx,23282.0,3,2023-02-06 12:35:00,2023-02-10 12:35:00
133,2042,Interrapidisimo,34635.0,4,2023-02-07 16:08:00,2023-02-06 16:08:00
134,4344,DHL,21757.0,2,2023-02-05 17:59:00,2023-02-04 17:59:00
135,465,Interrapidisimo,107.0,7,2023-02-10 18:32:00,2023-02-08 18:32:00
136,620,FedEx,9444.0,2,2023-02-06 13:21:00,2023-02-04 13:21:00
137,1620,Interrapidisimo,11596.0,7,2023-02-11 14:43:00,2023-02-12 14:43:00
138,73,Servientrega,18750.0,9,2023-02-14 09:18:00,2023-02-16 09:18:00
139,4551,Servientrega,3649.0,4,2023-02-09 17:43:00,2023-02-09 17:43:00
140,2730,DHL,18025.0,2,2023-02-07 21:16:00,2023-02-10 21:16:00
141,3105,Servientrega,26733.0,9,2023-02-15 08:25:00,2023-02-14 08:25:00
142,3644,Interrapidisimo,30865.0,4,2023-02-10 17:58:00,2023-02-14 17:58:00
143,2834,Coordinadora,16998.0,5,2023-02-11 20:02:00,2023-02-09 20:02:00
144,413,DHL,32155.0,4,2023-02-11 13:19:00,2023-02-14 13:19:00
145,3155,DHL,12707.0,3,2023-02-10 13:56:00,2023-02-09 13:56:00
146,2106,Servientrega,32351.0,4,2023-02-11 14:37:00,2023-02-12 14:37:00
147,4750,DHL,7060.0,4,2023-02-11 16:30:00,2023-02-15 16:30:00
148,2271,FedEx,23059.0,2,2023-02-10 11:36:00,2023-02-13 11:36:00
149,457,DHL,6792.0,4,2023-02-12 12:13:00,2023-02-10 12:13:00
150,3314,Envía,24149.0,6,2023-02-14 12:35:00,2023-02-15 12:35:00
151,1671,Envía,18177.0,8,2023-02-16 21:32:00,2023-02-18 21:32:00
152,2482,Servientrega,25012.0,8,2023-02-16 22:31:00,2023-02-20 22:31:00
153,1722,Interrapidisimo,461.0,7,2023-02-15 22:46:00,2023-02-15 22:46:00
154,1938,DHL,7843.0,1,2023-02-10 10:03:00,2023-02-10 10:03:00
155,2114,Interrapidisimo,10866.0,1,2023-02-10 12:55:00,2023-02-12 12:55:00
156,1190,Servientrega,10032.0,4,2023-02-13 14:50:00,2023-02-11 14:50:00
157,1435,DHL,23548.0,1,2023-02-11 08:44:00,2023-02-10 08:44:00
158,3875,Envía,12839.0,7,2023-02-17 14:35:00,2023-02-20 14:35:00
159,2862,Interrapidisimo,29371.0,3,2023-02-13 16:20:00,2023-02-17 16:20:00
160,4993,Servientrega,23802.0,6,2023-02-16 19:01:00,2023-02-19 19:01:00
161,3356,Interrapidisimo,15469.0,4,2023-02-14 20:17:00,2023-02-15 20:17:00
162,3123,Interrapidisimo,10621.0,9,2023-02-19 21:28:00,2023-02-17 21:28:00
163,473,FedEx,17456.0,1,2023-02-12 14:55:00,2023-02-15 14:55:00
164,34,DHL,3185.0,3,2023-02-14 17:09:00,2023-02-12 17:09:00
165,4545,Servientrega,25415.0,2,2023-02-14 10:16:00,2023-02-16 10:16:00
166,4564,FedEx,23941.0,2,2023-02-14 10:26:00,2023-02-13 10:26:00
167,130,Coordinadora,27328.0,1,2023-02-13 20:43:00,2023-02-15 20:43:00
168,3460,Servientrega,20157.0,6,2023-02-18 21:43:00,2023-02-19 21:43:00
169,267,FedEx,23223.0,8,2023-02-21 08:50:00,2023-02-24 08:50:00
170,2649,FedEx,13520.0,5,2023-02-18 12:12:00,2023-02-20 12:12:00
171,2941,Servientrega,10014.0,7,2023-02-20 18:57:00,2023-02-20 18:57:00
172,1981,Interrapidisimo,10108.0,7,2023-02-20 19:24:00,2023-02-18 19:24:00
173,2120,Interrapidisimo,11639.0,7,2023-02-21 08:15:00,2023-02-21 08:15:00
174,4653,Envía,24853.0,6,2023-02-20 10:09:00,2023-02-19 10:09:00
175,4067,Envía,1852.0,7,2023-02-21 10:38:00,2023-02-25 10:38:00
176,3458,Interrapidisimo,15572.0,9,2023-02-23 10:53:00,2023-02-26 10:53:00
177,217,Servientrega,33582.0,3,2023-02-17 21:42:00,2023-02-21 21:42:00
178,2646,Coordinadora,11363.0,9,2023-02-25 12:26:00,2023-02-25 12:26:00
179,736,Interrapidisimo,14844.0,4,2023-02-20 12:29:00,2023-02-22 12:29:00
180,1887,DHL,7042.0,5,2023-02-22 10:46:00,2023-02-25 10:46:00
181,3292,Interrapidisimo,26897.0,7,2023-02-24 13:27:00,2023-02-22 13:27:00
182,4408,Coordinadora,4680.0,8,2023-02-25 16:32:00,2023-02-23 16:32:00
183,3537,DHL,961.0,9,2023-02-26 17:50:00,2023-03-01 17:50:00
184,3372,DHL,19632.0,4,2023-02-21 19:43:00,2023-02-23 19:43:00
185,2608,Envía,34178.0,9,2023-02-28 15:29:00,2023-03-02 15:29:00
186,2247,Servientrega,9634.0,6,2023-02-25 15:40:00,2023-02-28 15:40:00
187,4705,Interrapidisimo,33402.0,2,2023-02-21 18:42:00,2023-02-25 18:42:00
188,2089,Interrapidisimo,32784.0,3,2023-02-22 20:19:00,2023-02-26 20:19:00
189,924,Coordinadora,16635.0,5,2023-02-25 15:06:00,2023-02-25 15:06:00
190,3277,Envía,10248.0,1,2023-02-21 17:40:00,2023-02-21 17:40:00
191,2673,DHL,15738.0,5,2023-02-26 14:59:00,2023-03-02 14:59:00
192,3385,Servientrega,10744.0,4,2023-02-25 19:14:00,2023-03-01 19:14:00
193,2506,DHL,24067.0,8,2023-03-01 19:37:00,2023-03-05 19:37:00
194,4381,Servientrega,33920.0,5,2023-02-26 19:46:00,2023-03-01 19:46:00
195,129,Envía,5632.0,1,2023-02-23 09:14:00,2023-02-26 09:14:00
196,4849,Envía,27480.0,7,2023-03-01 09:38:00,2023-03-02 09:38:00
197,277,FedEx,8503.0,4,2023-02-26 10:00:00,2023-03-02 10:00:00
198,1271,FedEx,26505.0,6,2023-02-28 11:10:00,2023-02-28 11:10:00
199,4931,FedEx,17133.0,2,2023-02-24 13:13:00,2023-02-26 13:13:00
200,869,Envía,29466.0,2,2023-02-25 09:22:00,2023-02-25 09:22:00
201,4361,Servientrega,5955.0,3,2023-02-26 10:50:00,2023-03-02 10:50:00
202,540,Interrapidisimo,18675.0,2,2023-02-25 13:35:00,2023-03-01 13:35:00
203,3412,Servientrega,14098.0,5,2023-02-28 15:33:00,2023-02-26 15:33:00
204,322,Interrapidisimo,20965.0,1,2023-02-24 17:59:00,2023-02-28 17:59:00
205,523,Servientrega,16422.0,5,2023-02-28 19:11:00,2023-03-04 19:11:00
206,4187,DHL,5145.0,9,2023-03-04 19:27:00,2023-03-05 19:27:00
207,1893,Servientrega,33134.0,1,2023-02-24 20:25:00,2023-02-28 20:25:00
208,3115,FedEx,2299.0,9,2023-03-05 11:30:00,2023-03-08 11:30:00
209,623,Envía,28004.0,7,2023-03-03 17:30:00,2023-03-07 17:30:00
210,4620,Envía,9333.0,1,2023-02-25 20:26:00,2023-02-27 20:26:00
211,1058,Interrapidisimo,7729.0,8,2023-03-04 21:54:00,2023-03-06 21:54:00
212,21,FedEx,16211.0,9,2023-03-06 09:41:00,2023-03-08 09:41:00
213,2414,Interrapidisimo,28748.0,4,2023-03-01 12:31:00,2023-03-04 12:31:00
214,2854,Interrapidisimo,22054.0,7,2023-03-04 20:57:00,2023-03-05 20:57:00
215,2908,DHL,5812.0,9,2023-03-07 11:51:00,2023-03-08 11:51:00
216,4928,FedEx,20834.0,1,2023-02-27 17:57:00,2023-02-25 17:57:00
217,2964,Coordinadora,1908.0,7,2023-03-05 20:03:00,2023-03-04 20:03:00
218,3715,Interrapidisimo,22510.0,6,2023-03-05 19:42:00,2023-03-06 19:42:00
219,1207,Coordinadora,34829.0,5,2023-03-04 19:44:00,2023-03-03 19:44:00
220,565,Interrapidisimo,33268.0,8,2023-03-08 09:02:00,2023-03-12 09:02:00
221,2997,Coordinadora,416.0,9,2023-03-09 12:16:00,2023-03-10 12:16:00
222,4513,Coordinadora,14445.0,2,2023-03-02 15:42:00,2023-03-05 15:42:00
223,2760,Interrapidisimo,20168.0,2,2023-03-02 19:52:00,2023-03-01 19:52:00
224,1335,FedEx,7504.0,6,2023-03-07 10:12:00,2023-03-08 10:12:00
225,3791,DHL,26538.0,1,2023-03-02 10:59:00,2023-03-05 10:59:00
226,16,Servientrega,2026.0,2,2023-03-03 14:21:00,2023-03-01 14:21:00
227,2565,Interrapidisimo,26559.0,7,2023-03-08 15:32:00,2023-03-06 15:32:00
228,2259,Servientrega,26627.0,4,2023-03-05 21:11:00,2023-03-09 21:11:00
229,1096,Servientrega,8590.0,7,2023-03-09 13:51:00,2023-03-13 13:51:00
230,2128,Servientrega,18409.0,6,2023-03-08 16:17:00,2023-03-10 16:17:00
231,3750,DHL,547.0,2,2023-03-04 17:15:00,2023-03-08 17:15:00
232,4684,Servientrega,27038.0,7,2023-03-09 21:46:00,2023-03-10 21:46:00
233,4696,Coordinadora,8542.0,6,2023-03-08 22:11:00,2023-03-06 22:11:00
234,1196,Interrapidisimo,31225.0,9,2023-03-11 22:51:00,2023-03-14 22:51:00
235,4433,Interrapidisimo,30345.0,8,2023-03-11 09:11:00,2023-03-15 09:11:00
236,2334,FedEx,23510.0,8,2023-03-11 09:30:00,2023-03-10 09:30:00
237,3530,Envía,29426.0,7,2023-03-10 13:08:00,2023-03-11 13:08:00
238,568,Servientrega,1714.0,9,2023-03-13 15:56:00,2023-03-16 15:56:00
239,288,Coordinadora,21176.0,1,2023-03-06 08:30:00,2023-03-04 08:30:00
240,4846,Interrapidisimo,14583.0,4,2023-03-09 10:23:00,2023-03-13 10:23:00
241,1629,Interrapidisimo,29045.0,3,2023-03-08 15:10:00,2023-03-09 15:10:00
242,1672,Envía,17239.0,5,2023-03-10 21:37:00,2023-03-09 21:37:00
243,827,Coordinadora,1271.0,1,2023-03-07 09:25:00,2023-03-05 09:25:00
244,727,Coordinadora,27162.0,8,2023-03-14 12:26:00,2023-03-16 12:26:00
245,1947,FedEx,6843.0,5,2023-03-11 13:05:00,2023-03-10 13:05:00
246,4295,Servientrega,9672.0,9,2023-03-15 17:49:00,2023-03-19 17:49:00
247,4600,Coordinadora,4673.0,2,2023-03-09 15:59:00,2023-03-13 15:59:00
248,4201,Servientrega,32409.0,9,2023-03-16 17:48:00,2023-03-16 17:48:00
249,3538,Servientrega,5412.0,1,2023-03-08 22:08:00,2023-03-10 22:08:00
250,1233,Envía,28294.0,6,2023-03-14 10:38:00,2023-03-18 10:38:00
251,4227,Servientrega,17350.0,3,2023-03-11 11:17:00,2023-03-10 11:17:00
252,4732,Servientrega,24453.0,1,2023-03-09 13:26:00,2023-03-13 13:26:00
253,1561,Interrapidisimo,24088.0,3,2023-03-11 13:52:00,2023-03-14 13:52:00
254,986,FedEx,23191.0,7,2023-03-15 15:16:00,2023-03-18 15:16:00
255,1835,DHL,15378.0,8,2023-03-16 16:22:00,2023-03-14 16:22:00
256,517,Envía,26595.0,1,2023-03-09 17:09:00,2023-03-13 17:09:00
257,4348,Servientrega,33033.0,6,2023-03-14 18:18:00,2023-03-12 18:18:00
258,2221,Servientrega,10767.0,9,2023-03-17 18:36:00,2023-03-19 18:36:00
259,4854,Interrapidisimo,18660.0,2,2023-03-10 18:46:00,2023-03-08 18:46:00
260,2839,Servientrega,278.0,8,2023-03-17 10:35:00,2023-03-19 10:35:00
261,839,Servientrega,20980.0,4,2023-03-13 10:59:00,2023-03-15 10:59:00
262,2768,Envía,4035.0,4,2023-03-13 20:42:00,2023-03-14 20:42:00
263,1955,Interrapidisimo,17120.0,9,2023-03-19 11:29:00,2023-03-18 11:29:00
264,1253,Envía,5708.0,2,2023-03-12 12:01:00,2023-03-11 12:01:00
265,3400,Envía,12653.0,9,2023-03-19 14:20:00,2023-03-23 14:20:00
266,745,Interrapidisimo,29861.0,8,2023-03-18 15:38:00,2023-03-19 15:38:00
267,2457,Interrapidisimo,29350.0,1,2023-03-12 08:39:00,2023-03-10 08:39:00
268,4430,Interrapidisimo,11845.0,8,2023-03-19 16:16:00,2023-03-17 16:16:00
269,2041,Servientrega,29326.0,9,2023-03-21 12:38:00,2023-03-21 12:38:00
270,3821,Interrapidisimo,28188.0,7,2023-03-19 17:20:00,2023-03-22 17:20:00
271,1183,FedEx,29163.0,6,2023-03-18 17:39:00,2023-03-21 17:39:00
272,3713,Interrapidisimo,27552.0,9,2023-03-21 22:52:00,2023-03-20 22:52:00
273,3886,Servientrega,173.0,1,2023-03-14 09:07:00,2023-03-16 09:07:00
274,1291,Coordinadora,14760.0,2,2023-03-15 16:36:00,2023-03-16 16:36:00
275,2669,Interrapidisimo,1991.0,6,2023-03-19 18:20:00,2023-03-19 18:20:00
276,4738,DHL,13946.0,9,2023-03-23 13:04:00,2023-03-27 13:04:00
277,1109,FedEx,1003.0,4,2023-03-18 16:51:00,2023-03-18 16:51:00
278,1377,DHL,5148.0,6,2023-03-20 17:45:00,2023-03-23 17:45:00
279,2263,DHL,6913.0,9,2023-03-23 18:08:00,2023-03-21 18:08:00
280,4950,Servientrega,10345.0,4,2023-03-18 18:40:00,2023-03-20 18:40:00
281,3977,FedEx,34945.0,9,2023-03-23 22:29:00,2023-03-25 22:29:00
282,191,Coordinadora,10831.0,4,2023-03-19 17:04:00,2023-03-21 17:04:00
283,4529,DHL,29713.0,2,2023-03-17 17:17:00,2023-03-16 17:17:00
284,3489,Servientrega,19421.0,8,2023-03-24 11:14:00,2023-03-25 11:14:00
285,2296,Envía,5046.0,9,2023-03-25 15:24:00,2023-03-25 15:24:00
286,673,DHL,20854.0,8,2023-03-24 21:25:00,2023-03-24 21:25:00
287,2911,Envía,21454.0,8,2023-03-25 11:10:00,2023-03-25 11:10:00
288,141,Interrapidisimo,31418.0,9,2023-03-26 15:05:00,2023-03-26 15:05:00
289,2517,Servientrega,30743.0,4,2023-03-21 19:09:00,2023-03-25 19:09:00
290,4241,Interrapidisimo,28776.0,3,2023-03-21 12:10:00,2023-03-21 12:10:00
291,251,Interrapidisimo,23205.0,5,2023-03-23 12:31:00,2023-03-21 12:31:00
292,1431,Servientrega,22933.0,9,2023-03-27 14:56:00,2023-03-25 14:56:00
293,2863,Interrapidisimo,12574.0,6,2023-03-24 15:42:00,2023-03-25 15:42:00
294,670,DHL,8401.0,2,2023-03-20 22:58:00,2023-03-19 22:58:00
295,2547,Interrapidisimo,12776.0,1,2023-03-20 17:11:00,2023-03-22 17:11:00
296,4829,Envía,30033.0,6,2023-03-26 10:43:00,2023-03-24 10:43:00
297,4948,DHL,30759.0,6,2023-03-26 14:06:00,2023-03-29 14:06:00
298,2174,Servientrega,8283.0,2,2023-03-22 16:06:00,2023-03-23 16:06:00
299,4961,Servientrega,7074.0,1,2023-03-22 14:44:00,2023-03-22 14:44:00
300,3704,DHL,11570.0,7,2023-03-28 22:07:00,2023-03-31 22:07:00
301,1736,DHL,31120.0,2,2023-03-23 22:50:00,2023-03-25 22:50:00
302,226,FedEx,627.0,3,2023-03-25 12:50:00,2023-03-29 12:50:00
303,2178,DHL,9184.0,2,2023-03-24 16:24:00,2023-03-27 16:24:00
304,1450,Coordinadora,14389.0,1,2023-03-23 16:31:00,2023-03-21 16:31:00
305,4087,Servientrega,27022.0,1,2023-03-23 18:09:00,2023-03-21 18:09:00
306,3569,DHL,28533.0,1,2023-03-23 19:05:00,2023-03-24 19:05:00
307,774,Interrapidisimo,26464.0,8,2023-03-30 21:04:00,2023-03-30 21:04:00
308,1461,Servientrega,16168.0,2,2023-03-24 21:18:00,2023-03-22 21:18:00
309,3658,Coordinadora,2349.0,8,2023-03-31 16:50:00,2023-03-30 16:50:00
310,1694,DHL,11563.0,8,2023-03-31 18:20:00,2023-03-31 18:20:00
311,127,Servientrega,30840.0,2,2023-03-25 22:27:00,2023-03-27 22:27:00
312,610,Coordinadora,8878.0,9,2023-04-02 08:02:00,2023-04-01 08:02:00
313,2683,Interrapidisimo,10184.0,9,2023-04-02 10:43:00,2023-04-03 10:43:00
314,1156,DHL,117.0,4,2023-03-28 11:53:00,2023-03-30 11:53:00
315,2597,Envía,8046.0,3,2023-03-27 15:46:00,2023-03-31 15:46:00
