id_log,proceso,estado,timestamp,registros_procesados
97,CargaOrdenes,Éxito,2026-01-26 03:46:35,88
98,CargaOrdenes,Éxito,2026-01-02 17:35:16,86
99,CargaOrdenes,Error,2026-01-23 18:22:28,25
100,CargaOrdenes,Reintento,2026-01-24 05:51:55,92
101,CargaOrdenes,Éxito,2026-01-06 07:23:41,78
102,CargaOrdenes,Éxito,2026-01-06 09:47:53,11
103,CargaOrdenes,Éxito,2026-01-12 02:23:26,9
104,CargaOrdenes,Éxito,2026-01-02 20:18:34,8
105,CargaOrdenes,Éxito,2026-01-19 20:07:37,36
106,CargaOrdenes,Éxito,2026-01-09 22:55:58,82
107,CargaOrdenes,Éxito,2026-01-05 01:24:37,74
108,CargaOrdenes,Éxito,2026-01-04 06:31:37,42
109,CargaOrdenes,Éxito,2026-01-12 17:39:40,10
110,CargaOrdenes,Éxito,2026-01-22 03:55:01,24
111,CargaOrdenes,Éxito,2026-01-30 20:54:02,91
112,CargaOrdenes,Éxito,2026-01-19 00:07:55,31
113,CargaOrdenes,Éxito,2026-01-22 06:26:00,80
114,CargaOrdenes,Éxito,2026-01-07 22:19:33,60
115,CargaOrdenes,Éxito,2026-01-22 10:59:42,23
116,CargaOrdenes,Éxito,2026-01-29 23:33:25,48
117,CargaOrdenes,Error,2026-01-02 23:49:44,24
118,CargaOrdenes,Éxito,2026-01-25 10:45:32,41
119,CargaOrdenes,Éxito,2026-01-10 04:09:55,71
120,CargaOrdenes,Éxito,2026-01-11 05:10:13,46
121,CargaOrdenes,Éxito,2026-01-16 10:24:18,59
122,CargaOrdenes,Éxito,2026-01-03 02:58:53,86
123,CargaOrdenes,Éxito,2026-01-28 14:42:05,11
124,CargaOrdenes,Error,2026-01-01 16:33:25,4
125,CargaOrdenes,Éxito,2026-01-08 09:55:14,26
126,CargaOrdenes,Éxito,2026-01-17 13:41:55,80
127,CargaOrdenes,Éxito,2026-01-13 04:12:20,70
128,CargaOrdenes,Éxito,2026-01-09 12:30:22,99
129,CargaOrdenes,Éxito,2026-01-17 23:54:58,34
130,CargaOrdenes,Éxito,2026-01-23 10:18:37,45
131,CargaOrdenes,Éxito,2026-01-10 17:46:24,74
132,CargaOrdenes,Éxito,2026-01-03 17:44:36,91
133,CargaOrdenes,Éxito,2026-01-19 23:54:40,73
134,CargaOrdenes,Éxito,2026-01-19 10:46:19,33
135,CargaOrdenes,Éxito,2026-01-08 10:22:17,11
136,CargaOrdenes,Éxito,2026-01-15 03:58:41,14
137,CargaOrdenes,Éxito,2026-01-25 13:03:37,18
138,CargaOrdenes,Éxito,2026-01-04 02:09:24,26
139,CargaOrdenes,Éxito,2026-01-11 22:25:06,66
140,CargaOrdenes,Éxito,2026-01-09 22:19:57,20
141,CargaOrdenes,Éxito,2026-01-10 10:25:17,56
142,CargaOrdenes,Éxito,2026-01-17 07:20:19,72
143,CargaOrdenes,Éxito,2026-01-22 07:19:20,26
144,CargaOrdenes,Éxito,2026-01-02 05:29:16,38
145,CargaOrdenes,Éxito,2026-01-22 09:15:18,27
146,CargaOrdenes,Éxito,2026-01-04 08:50:12,44
147,CargaOrdenes,Éxito,2026-01-12 22:20:59,19
148,CargaOrdenes,Éxito,2026-01-30 04:59:05,96
149,CargaOrdenes,Éxito,2026-01-26 15:48:47,82
150,CargaOrdenes,Éxito,2026-01-14 23:19:08,33
151,CargaOrdenes,Éxito,2026-01-28 00:46:51,39
152,CargaOrdenes,Éxito,2026-01-08 19:41:33,36
153,CargaOrdenes,Reintento,2026-01-07 23:01:49,9
154,CargaOrdenes,Éxito,2026-01-27 13:26:41,2
155,CargaOrdenes,Éxito,2026-01-16 09:58:36,97
156,CargaOrdenes,Éxito,2026-01-03 18:04:32,48
157,CargaOrdenes,Éxito,2026-01-06 09:45:02,39
158,CargaOrdenes,Éxito,2026-01-04 03:53:00,79
159,CargaOrdenes,Éxito,2026-01-20 21:35:46,22
160,CargaOrdenes,Éxito,2026-01-26 03:34:07,16
161,CargaOrdenes,Éxito,2026-01-26 22:28:26,91
162,CargaOrdenes,Éxito,2026-01-01 20:20:40,89
163,CargaOrdenes,Éxito,2026-01-09 05:57:56,55
164,CargaOrdenes,Éxito,2026-01-16 14:45:24,2
165,CargaOrdenes,Éxito,2026-01-18 23:30:53,81
166,CargaOrdenes,Éxito,2026-01-02 20:46:27,11
167,CargaOrdenes,Éxito,2026-01-07 23:10:25,56
168,CargaOrdenes,Éxito,2026-01-06 00:55:37,31
169,CargaOrdenes,Éxito,2026-01-12 08:14:09,71
170,CargaOrdenes,Éxito,2026-01-01 06:52:33,5
171,CargaOrdenes,Éxito,2026-01-19 12:08:44,85
172,CargaOrdenes,Éxito,2026-01-01 03:59:08,99
173,CargaOrdenes,Éxito,2026-01-28 07:36:23,12
174,CargaOrdenes,Reintento,2026-01-03 20:03:40,20
175,CargaOrdenes,Éxito,2026-01-19 19:30:07,27
176,CargaOrdenes,Éxito,2026-01-28 12:33:00,35
177,CargaOrdenes,Éxito,2026-01-06 19:23:35,55
178,CargaOrdenes,Éxito,2026-01-11 21:34:57,56
179,CargaOrdenes,Éxito,2026-01-02 17:00:19,6
180,CargaOrdenes,Éxito,2026-01-28 08:41:12,2
181,CargaOrdenes,Éxito,2026-01-27 11:38:59,11
182,CargaOrdenes,Éxito,2026-01-04 14:07:39,99
183,CargaOrdenes,Éxito,2026-01-01 23:03:39,76
184,CargaOrdenes,Éxito,2026-01-24 03:04:44,99
185,CargaOrdenes,Éxito,2026-01-28 17:50:10,24
186,CargaOrdenes,Éxito,2026-01-19 17:47:10,72
187,CargaOrdenes,Éxito,2026-01-14 17:05:58,8
188,CargaOrdenes,Éxito,2026-01-30 21:44:57,2
189,CargaOrdenes,Éxito,2026-01-19 18:36:58,6
190,CargaOrdenes,Éxito,2026-01-22 19:54:17,97
191,CargaOrdenes,Éxito,2026-01-12 12:54:16,53
192,CargaOrdenes,Éxito,2026-01-24 19:32:47,61
193,CargaOrdenes,Éxito,2026-01-30 17:44:26,38
194,CargaOrdenes,Éxito,2026-01-13 03:19:13,77
195,CargaOrdenes,Éxito,2026-01-17 18:07:28,57
196,CargaOrdenes,Éxito,2026-01-23 02:05:42,89
197,CargaOrdenes,Éxito,2026-01-24 06:13:33,44
198,CargaOrdenes,Éxito,2026-01-08 10:25:06,40
199,CargaOrdenes,Éxito,2026-01-23 01:12:30,41
200,CargaOrdenes,Éxito,2026-01-27 01:00:53,90
201,CargaOrdenes,Éxito,2026-01-18 11:35:16,45
202,CargaOrdenes,Éxito,2026-01-11 20:47:32,7
203,CargaOrdenes,Éxito,2026-01-08 00:14:48,9
204,CargaOrdenes,Éxito,2026-01-14 22:13:12,53
205,CargaOrdenes,Éxito,2026-01-09 11:08:10,74
206,CargaOrdenes,Éxito,2026-01-19 20:34:44,57
207,CargaOrdenes,Éxito,2026-01-13 11:40:20,83
208,CargaOrdenes,Éxito,2026-01-08 18:46:56,92
209,CargaOrdenes,Éxito,2026-01-18 20:50:31,49
210,CargaOrdenes,Éxito,2026-01-02 00:23:36,63
211,CargaOrdenes,Éxito,2026-01-21 23:00:34,66
212,CargaOrdenes,Éxito,2026-01-15 13:21:34,88
213,CargaOrdenes,Éxito,2026-01-07 23:45:11,13
214,CargaOrdenes,Éxito,2026-01-03 01:34:48,19
215,CargaOrdenes,Éxito,2026-01-23 07:51:34,93
216,CargaOrdenes,Éxito,2026-01-20 22:07:02,20
217,CargaOrdenes,Éxito,2026-01-27 06:53:29,60
218,CargaOrdenes,Éxito,2026-01-12 00:27:26,81
219,CargaOrdenes,Éxito,2026-01-20 12:37:58,79
220,CargaOrdenes,Éxito,2026-01-07 01:39:49,18
221,CargaOrdenes,Error,2026-01-18 03:12:23,17
222,CargaOrdenes,Éxito,2026-01-11 02:27:18,48
223,CargaOrdenes,Éxito,2026-01-20 16:46:56,51
224,CargaOrdenes,Éxito,2026-01-21 10:39:51,1
225,CargaOrdenes,Éxito,2026-01-21 06:41:08,86
226,CargaOrdenes,Éxito,2026-01-23 08:36:58,76
227,CargaOrdenes,Éxito,2026-01-22 22:58:53,90
228,CargaOrdenes,Éxito,2026-01-22 13:10:21,42
229,CargaOrdenes,Éxito,2026-01-19 20:34:07,82
230,CargaOrdenes,Éxito,2026-01-23 12:02:11,31
231,CargaOrdenes,Éxito,2026-01-18 15:34:42,33
232,CargaOrdenes,Éxito,2026-01-17 09:34:01,29
233,CargaOrdenes,Éxito,2026-01-16 19:49:49,12
234,CargaOrdenes,Éxito,2026-01-20 08:43:56,35
235,CargaOrdenes,Éxito,2026-01-07 11:05:23,88
236,CargaOrdenes,Error,2026-01-26 17:25:15,72
237,CargaOrdenes,Éxito,2026-01-10 23:54:30,21
238,CargaOrdenes,Éxito,2026-01-12 22:37:08,85
239,CargaOrdenes,Éxito,2026-01-11 12:46:33,18
240,CargaOrdenes,Éxito,2026-01-10 06:29:25,46
241,CargaOrdenes,Éxito,2026-01-28 14:13:06,21
242,CargaOrdenes,Éxito,2026-01-10 10:43:39,84
243,CargaOrdenes,Éxito,2026-01-18 15:24:32,26
244,CargaOrdenes,Éxito,2026-01-23 11:52:19,48
245,CargaOrdenes,Éxito,2026-01-27 14:42:20,10
246,CargaOrdenes,Éxito,2026-01-20 19:35:48,28
247,CargaOrdenes,Éxito,2026-01-19 04:41:34,12
248,CargaOrdenes,Éxito,2026-01-15 21:33:47,59
249,CargaOrdenes,Éxito,2026-01-11 08:45:41,13
250,CargaOrdenes,Éxito,2026-01-20 01:40:46,61
251,CargaOrdenes,Éxito,2026-01-07 20:39:47,22
252,CargaOrdenes,Éxito,2026-01-23 19:51:37,23
253,CargaOrdenes,Éxito,2026-01-06 06:35:11,5
254,CargaOrdenes,Éxito,2026-01-27 08:26:28,91
255,CargaOrdenes,Reintento,2026-01-22 22:59:26,49
256,CargaOrdenes,Éxito,2026-01-15 13:53:54,39
257,CargaOrdenes,Éxito,2026-01-21 00:09:07,2
258,CargaOrdenes,Éxito,2026-01-03 11:17:10,37
259,CargaOrdenes,Éxito,2026-01-10 16:19:45,58
260,CargaOrdenes,Éxito,2026-01-11 13:01:51,86
261,CargaOrdenes,Éxito,2026-01-17 09:25:45,31
262,CargaOrdenes,Éxito,2026-01-27 18:46:08,17
263,CargaOrdenes,Éxito,2026-01-08 14:35:28,18
264,CargaOrdenes,Éxito,2026-01-19 15:43:51,72
265,CargaOrdenes,Éxito,2026-01-26 02:55:55,95
266,CargaOrdenes,Éxito,2026-01-21 23:03:52,12
267,CargaOrdenes,Éxito,2026-01-09 18:04:56,72
268,CargaOrdenes,Éxito,2026-01-22 12:06:34,50
269,CargaOrdenes,Éxito,2026-01-02 03:46:12,48
270,CargaOrdenes,Éxito,2026-01-11 00:32:07,45
271,CargaOrdenes,Éxito,2026-01-19 17:41:18,62
272,CargaOrdenes,Éxito,2026-01-28 13:03:38,13
273,CargaOrdenes,Éxito,2026-01-09 08:47:29,31
274,CargaOrdenes,Éxito,2026-01-14 06:26:27,9
275,CargaOrdenes,Éxito,2026-01-28 08:21:59,5
276,CargaOrdenes,Éxito,2026-01-08 13:35:06,43
277,CargaOrdenes,Éxito,2026-01-20 12:13:12,65
278,CargaOrdenes,Éxito,2026-01-28 22:00:14,75
279,CargaOrdenes,Éxito,2026-01-10 14:27:54,52
280,CargaOrdenes,Éxito,2026-01-08 07:33:31,40
281,CargaOrdenes,Éxito,2026-01-20 23:11:14,92
282,CargaOrdenes,Éxito,2026-01-16 08:44:18,39
283,CargaOrdenes,Éxito,2026-01-23 17:56:05,15
284,CargaOrdenes,Éxito,2026-01-12 22:15:34,30
285,CargaOrdenes,Éxito,2026-01-07 08:06:27,34
286,CargaOrdenes,Éxito,2026-01-24 15:01:44,67
287,CargaOrdenes,Éxito,2026-01-16 08:25:00,41
288,CargaOrdenes,Éxito,2026-01-30 15:07:07,83
289,CargaOrdenes,Éxito,2026-01-30 17:24:36,34
290,CargaOrdenes,Éxito,2026-01-26 18:10:47,91
291,CargaOrdenes,Éxito,2026-01-02 17:07:45,28
292,CargaOrdenes,Éxito,2026-01-05 17:05:18,70
293,CargaOrdenes,Éxito,2026-01-04 04:08:55,45
294,CargaOrdenes,Éxito,2026-01-05 03:54:21,14
295,CargaOrdenes,Éxito,2026-01-02 01:00:35,23
296,CargaOrdenes,Éxito,2026-01-01 10:05:59,83
297,CargaOrdenes,Éxito,2026-01-03 13:27:40,27
298,CargaOrdenes,Éxito,2026-01-17 02:14:07,79
299,CargaOrdenes,Éxito,2026-01-05 08:47:44,18
300,CargaOrdenes,Éxito,2026-01-16 05:00:49,8
301,CargaOrdenes,Éxito,2026-01-18 07:34:52,17
302,CargaOrdenes,Éxito,2026-01-10 20:31:13,27
303,CargaOrdenes,Éxito,2026-01-08 07:27:54,57
304,CargaOrdenes,Reintento,2026-01-11 08:10:36,5
305,CargaOrdenes,Éxito,2026-01-15 22:20:07,67
306,CargaOrdenes,Éxito,2026-01-04 04:55:20,66
307,CargaOrdenes,Éxito,2026-01-18 14:51:20,93
308,CargaOrdenes,Éxito,2026-01-16 07:35:03,67
309,CargaOrdenes,Éxito,2026-01-29 07:46:00,40
310,CargaOrdenes,Éxito,2026-01-22 16:20:47,41
311,CargaOrdenes,Éxito,2026-01-24 01:31:00,29
312,CargaOrdenes,Éxito,2026-01-17 10:31:18,15
313,CargaOrdenes,Éxito,2026-01-09 12:08:37,59
314,CargaOrdenes,Éxito,2026-01-15 01:34:22,23
315,CargaOrdenes,Éxito,2026-01-15 17:18:02,83
316,CargaOrdenes,Éxito,2026-01-05 22:15:19,50
317,CargaOrdenes,Éxito,2026-01-28 06:38:47,37
318,CargaOrdenes,Éxito,2026-01-08 18:11:41,8
319,CargaOrdenes,Éxito,2026-01-08 09:06:45,66
320,CargaOrdenes,Éxito,2026-01-08 22:12:28,44
321,CargaOrdenes,Éxito,2026-01-21 03:43:35,22
322,CargaOrdenes,Éxito,2026-01-06 17:59:35,97
323,CargaOrdenes,Éxito,2026-01-26 20:10:49,46
324,CargaOrdenes,Éxito,2026-01-20 21:18:42,58
325,CargaOrdenes,Éxito,2026-01-08 16:24:36,87
326,CargaOrdenes,Éxito,2026-01-28 06:23:09,91
327,CargaOrdenes,Éxito,2026-01-27 19:30:03,62
328,CargaOrdenes,Éxito,2026-01-23 19:05:09,36
329,CargaOrdenes,Éxito,2026-01-14 15:39:43,68
330,CargaOrdenes,Éxito,2026-01-13 02:33:36,59
331,CargaOrdenes,Éxito,2026-01-06 12:04:28,96
332,CargaOrdenes,Éxito,2026-01-08 02:51:19,12
333,CargaOrdenes,Éxito,2026-01-22 14:21:02,92
334,CargaOrdenes,Éxito,2026-01-05 17:05:36,72
335,CargaOrdenes,Éxito,2026-01-02 21:52:44,18
336,CargaOrdenes,Éxito,2026-01-07 13:59:02,6
337,CargaOrdenes,Éxito,2026-01-19 11:50:16,8
338,CargaOrdenes,Éxito,2026-01-23 22:52:01,58
339,CargaOrdenes,Éxito,2026-01-19 09:59:52,37
340,CargaOrdenes,Éxito,2026-01-24 03:36:19,53
341,CargaOrdenes,Éxito,2026-01-09 06:35:52,12
342,CargaOrdenes,Éxito,2026-01-01 23:14:53,22
343,CargaOrdenes,Éxito,2026-01-29 10:56:37,71
344,CargaOrdenes,Éxito,2026-01-18 14:12:29,14
345,CargaOrdenes,Éxito,2026-01-22 09:43:41,40
346,CargaOrdenes,Reintento,2026-01-29 09:26:51,93
347,CargaOrdenes,Éxito,2026-01-28 18:19:25,85
348,CargaOrdenes,Éxito,2026-01-09 19:51:05,92
349,CargaOrdenes,Éxito,2026-01-22 17:10:52,49
350,CargaOrdenes,Éxito,2026-01-01 23:08:04,51
351,CargaOrdenes,Éxito,2026-01-24 20:57:00,44
352,CargaOrdenes,Éxito,2026-01-28 12:21:00,18
353,CargaOrdenes,Éxito,2026-01-17 16:35:22,63
354,CargaOrdenes,Éxito,2026-01-17 11:52:06,53
355,CargaOrdenes,Éxito,2026-01-05 03:02:39,87
356,CargaOrdenes,Éxito,2026-01-18 23:02:38,51
357,CargaOrdenes,Éxito,2026-01-04 08:15:45,4
358,CargaOrdenes,Éxito,2026-01-09 14:29:39,41
359,CargaOrdenes,Éxito,2026-01-07 13:13:13,73
360,CargaOrdenes,Éxito,2026-01-15 13:38:49,44
361,CargaOrdenes,Éxito,2026-01-20 02:35:44,54
362,CargaOrdenes,Éxito,2026-01-08 06:09:49,88
363,CargaOrdenes,Éxito,2026-01-06 09:17:29,12
364,CargaOrdenes,Éxito,2026-01-10 13:40:30,6
365,CargaOrdenes,Éxito,2026-01-16 13:38:27,21
366,CargaOrdenes,Éxito,2026-01-15 04:36:42,68
367,CargaOrdenes,Éxito,2026-01-05 00:47:12,74
368,CargaOrdenes,Éxito,2026-01-18 05:16:09,30
369,CargaOrdenes,Reintento,2026-01-30 06:19:39,51
370,CargaOrdenes,Éxito,2026-01-25 00:25:31,65
371,CargaOrdenes,Error,2026-01-01 18:35:22,19
372,CargaOrdenes,Éxito,2026-01-29 15:46:33,95
373,CargaOrdenes,Éxito,2026-01-21 06:42:02,95
374,CargaOrdenes,Éxito,2026-01-09 04:58:09,61
375,CargaOrdenes,Éxito,2026-01-18 17:30:26,2
376,CargaOrdenes,Éxito,2026-01-13 06:26:06,98
377,CargaOrdenes,Éxito,2026-01-10 07:43:23,59
378,CargaOrdenes,Éxito,2026-01-25 22:10:51,41
379,CargaOrdenes,Éxito,2026-01-14 14:30:36,82
380,CargaOrdenes,Éxito,2026-01-26 06:20:48,30
381,CargaOrdenes,Éxito,2026-01-02 03:18:52,4
382,CargaOrdenes,Éxito,2026-01-24 18:26:09,82
383,CargaOrdenes,Éxito,2026-01-16 11:09:29,9
384,CargaOrdenes,Éxito,2026-01-09 02:25:53,84
385,CargaOrdenes,Reintento,2026-01-03 12:35:50,53
386,CargaOrdenes,Éxito,2026-01-12 14:13:36,96
387,CargaOrdenes,Éxito,2026-01-15 21:15:25,43
388,CargaOrdenes,Éxito,2026-01-13 18:32:57,83
389,CargaOrdenes,Éxito,2026-01-22 19:02:33,29
390,CargaOrdenes,Éxito,2026-01-22 00:25:22,90
391,CargaOrdenes,Éxito,2026-01-17 09:14:12,79
392,CargaOrdenes,Éxito,2026-01-02 23:08:03,2
393,CargaOrdenes,Éxito,2026-01-14 05:52:39,20
394,CargaOrdenes,Éxito,2026-01-23 05:42:38,51
395,CargaOrdenes,Éxito,2026-01-04 21:29:28,57
396,CargaOrdenes,Éxito,2026-01-17 03:52:42,71
397,CargaOrdenes,Éxito,2026-01-27 18:16:51,65
398,CargaOrdenes,Éxito,2026-01-02 12:33:11,62
399,CargaOrdenes,Éxito,2026-01-07 08:13:05,15
400,CargaOrdenes,Reintento,2026-01-01 12:26:26,15
401,CargaOrdenes,Éxito,2026-01-28 20:21:13,20
402,CargaOrdenes,Éxito,2026-01-01 22:23:01,78
403,CargaOrdenes,Éxito,2026-01-15 16:40:59,26
404,CargaOrdenes,Éxito,2026-01-19 11:30:50,2
405,CargaOrdenes,Error,2026-01-10 16:36:00,13
406,CargaOrdenes,Éxito,2026-01-23 19:43:50,64
407,CargaOrdenes,Éxito,2026-01-19 10:45:06,22
408,CargaOrdenes,Éxito,2026-01-19 20:30:55,64
409,CargaOrdenes,Error,2026-01-02 17:55:24,39
410,CargaOrdenes,Éxito,2026-01-14 02:54:11,37
411,CargaOrdenes,Éxito,2026-01-19 05:04:19,72
412,CargaOrdenes,Éxito,2026-01-17 07:02:34,33
413,CargaOrdenes,Éxito,2026-01-18 19:20:45,1
414,CargaOrdenes,Éxito,2026-01-25 21:12:14,77
415,CargaOrdenes,Éxito,2026-01-21 14:35:41,85
416,CargaOrdenes,Éxito,2026-01-20 18:24:59,34
417,CargaOrdenes,Éxito,2026-01-17 14:36:31,60
418,CargaOrdenes,Éxito,2026-01-07 10:11:14,33
419,CargaOrdenes,Éxito,2026-01-17 19:23:52,13
420,CargaOrdenes,Éxito,2026-01-13 16:46:19,99
421,CargaOrdenes,Éxito,2026-01-27 19:34:20,27
422,CargaOrdenes,Éxito,2026-01-10 08:44:55,58
423,CargaOrdenes,Éxito,2026-01-24 17:31:43,77
424,CargaOrdenes,Éxito,2026-01-14 16:08:08,35
425,CargaOrdenes,Éxito,2026-01-13 22:41:45,9
426,CargaOrdenes,Éxito,2026-01-05 01:03:31,40
427,CargaOrdenes,Éxito,2026-01-22 20:08:29,26
428,CargaOrdenes,Éxito,2026-01-05 02:47:37,56
429,CargaOrdenes,Éxito,2026-01-16 11:12:43,7
430,CargaOrdenes,Éxito,2026-01-25 16:47:05,63
431,CargaOrdenes,Éxito,2026-01-06 12:15:59,72
432,CargaOrdenes,Éxito,2026-01-02 02:48:20,15
433,CargaOrdenes,Error,2026-01-07 05:44:36,34
434,CargaOrdenes,Éxito,2026-01-06 04:43:18,37
435,CargaOrdenes,Éxito,2026-01-12 19:04:12,97
436,CargaOrdenes,Éxito,2026-01-04 14:41:57,94
437,CargaOrdenes,Éxito,2026-01-09 14:20:41,63
438,CargaOrdenes,Éxito,2026-01-19 03:01:44,53
439,CargaOrdenes,Éxito,2026-01-04 03:40:58,77
440,CargaOrdenes,Éxito,2026-01-08 11:25:48,28
441,CargaOrdenes,Éxito,2026-01-28 18:19:19,46
442,CargaOrdenes,Éxito,2026-01-12 12:03:40,92
443,CargaOrdenes,Éxito,2026-01-05 05:48:47,24
444,CargaOrdenes,Éxito,2026-01-04 15:51:38,79
445,CargaOrdenes,Éxito,2026-01-01 11:14:15,53
446,CargaOrdenes,Éxito,2026-01-01 15:40:01,27
447,CargaOrdenes,Éxito,2026-01-17 13:27:03,48
448,CargaOrdenes,Éxito,2026-01-30 23:23:37,48
449,CargaOrdenes,Éxito,2026-01-04 10:00:06,22
450,CargaOrdenes,Éxito,2026-01-08 14:02:13,2
451,CargaOrdenes,Éxito,2026-01-29 06:57:31,93
