id_detalle,id_orden,id_producto,id_cliente,id_empleado,id_tienda,id_metodo_pago,id_tiempo,cantidad,precio_unitario,descuento,subtotal,fecha_orden,estado
122,4078,14,72,15,15,3,8,3,3484558.0,0.05,9930990,2023-01-08 10:36:00,Completada
123,4322,2,123,11,9,5,8,3,2675106.0,0.0,8025318,2023-01-08 15:53:00,Completada
124,2487,62,386,18,1,6,8,4,4981306.0,0.0,19925224,2023-01-08 16:45:00,Completada
125,2487,8,386,18,1,6,8,4,1101633.0,0.0,4406532,2023-01-08 16:45:00,Completada
126,2487,10,386,18,1,6,8,2,2025142.0,0.0,4050284,2023-01-08 16:45:00,Completada
127,2487,71,386,18,1,6,8,2,2028496.0,0.05,3854142,2023-01-08 16:45:00,Completada
128,2487,46,386,18,1,6,8,1,1749843.0,0.0,1749843,2023-01-08 16:45:00,Completada
129,3442,47,26,2,20,3,8,4,489921.0,0.0,1959684,2023-01-08 18:14:00,Completada
130,3442,79,26,2,20,3,8,3,4701266.0,0.0,14103798,2023-01-08 18:14:00,Completada
131,1531,42,193,11,13,6,9,3,1636535.0,0.0,4909605,2023-01-09 16:47:00,Completada
132,1531,36,193,11,13,6,9,2,4083995.0,0.0,8167990,2023-01-09 16:47:00,Completada
133,1531,23,193,11,13,6,9,4,3175413.0,0.0,12701652,2023-01-09 16:47:00,Completada
134,1531,46,193,11,13,6,9,3,1749843.0,0.0,5249529,2023-01-09 16:47:00,Completada
135,1531,55,193,11,13,6,9,1,2711825.0,0.15,2305051,2023-01-09 16:47:00,Completada
136,1531,37,193,11,13,6,9,1,3993742.0,0.0,3993742,2023-01-09 16:47:00,Completada
137,1531,43,193,11,13,6,9,4,1109003.0,0.0,4436012,2023-01-09 16:47:00,Completada
138,1531,64,193,11,13,6,9,2,2795884.0,0.0,5591768,2023-01-09 16:47:00,Completada
139,1415,18,371,12,4,6,9,1,1341237.0,0.0,1341237,2023-01-09 18:46:00,Completada
140,1415,46,371,12,4,6,9,1,1749843.0,0.0,1749843,2023-01-09 18:46:00,Completada
141,1415,75,371,12,4,6,9,1,3928850.0,0.1,3535965,2023-01-09 18:46:00,Completada
142,1415,53,371,12,4,6,9,4,3678728.0,0.0,14714912,2023-01-09 18:46:00,Completada
143,1415,28,371,12,4,6,9,1,2967557.0,0.05,2819179,2023-01-09 18:46:00,Completada
144,1415,65,371,12,4,6,9,1,4414355.0,0.0,4414355,2023-01-09 18:46:00,Completada
145,2785,74,293,23,4,3,9,2,4678819.0,0.0,9357638,2023-01-09 19:06:00,Completada
146,2785,38,293,23,4,3,9,3,762081.0,0.0,2286243,2023-01-09 19:06:00,Completada
147,2785,4,293,23,4,3,9,4,3465256.0,0.1,12474922,2023-01-09 19:06:00,Completada
148,2785,70,293,23,4,3,9,4,4283058.0,0.05,16275620,2023-01-09 19:06:00,Completada
149,3345,64,73,9,13,6,9,1,2795884.0,0.0,2795884,2023-01-09 22:00:00,Cancelada
150,3345,66,73,9,13,6,9,1,951648.0,0.0,951648,2023-01-09 22:00:00,Cancelada
151,3345,60,73,9,13,6,9,1,2588013.0,0.0,2588013,2023-01-09 22:00:00,Cancelada
152,3345,7,73,9,13,6,9,2,849772.0,0.0,1699544,2023-01-09 22:00:00,Cancelada
153,3345,65,73,9,13,6,9,4,4414355.0,0.05,16774549,2023-01-09 22:00:00,Cancelada
154,3345,4,73,9,13,6,9,4,3465256.0,0.1,12474922,2023-01-09 22:00:00,Cancelada
155,4359,15,181,5,9,1,9,2,3564230.0,0.0,7128460,2023-01-09 22:58:00,Completada
156,3613,4,18,13,2,1,10,3,3465256.0,0.0,10395768,2023-01-10 08:49:00,Cancelada
157,3613,8,18,13,2,1,10,4,1101633.0,0.1,3965879,2023-01-10 08:49:00,Cancelada
158,3613,66,18,13,2,1,10,3,951648.0,0.0,2854944,2023-01-10 08:49:00,Cancelada
159,3613,27,18,13,2,1,10,1,2768937.0,0.0,2768937,2023-01-10 08:49:00,Cancelada
160,3613,44,18,13,2,1,10,1,3558636.0,0.05,3380704,2023-01-10 08:49:00,Cancelada
161,2550,23,63,18,5,3,10,3,3175413.0,0.0,9526239,2023-01-10 16:15:00,Completada
162,2550,69,63,18,5,3,10,2,4234839.0,0.0,8469678,2023-01-10 16:15:00,Completada
163,2550,76,63,18,5,3,10,2,3348251.0,0.1,6026852,2023-01-10 16:15:00,Completada
164,2550,68,63,18,5,3,10,3,3504786.0,0.0,10514358,2023-01-10 16:15:00,Completada
165,2550,71,63,18,5,3,10,2,2028496.0,0.0,4056992,2023-01-10 16:15:00,Completada
166,4456,35,429,17,8,3,10,2,2000134.0,0.0,4000268,2023-01-10 22:29:00,Completada
167,4456,79,429,17,8,3,10,3,4701266.0,0.0,14103798,2023-01-10 22:29:00,Completada
168,4456,49,429,17,8,3,10,1,1993884.0,0.0,1993884,2023-01-10 22:29:00,Completada
169,4456,13,429,17,8,3,10,3,1241912.0,0.0,3725736,2023-01-10 22:29:00,Completada
170,4456,47,429,17,8,3,10,1,489921.0,0.2,391937,2023-01-10 22:29:00,Completada
171,4405,8,180,9,10,4,11,2,1101633.0,0.0,2203266,2023-01-11 10:33:00,Completada
172,4405,26,180,9,10,4,11,4,2244438.0,0.0,8977752,2023-01-11 10:33:00,Completada
173,4405,52,180,9,10,4,11,1,3381694.0,0.0,3381694,2023-01-11 10:33:00,Completada
174,4405,9,180,9,10,4,11,4,2794929.0,0.1,10061744,2023-01-11 10:33:00,Completada
175,4405,42,180,9,10,4,11,1,1636535.0,0.0,1636535,2023-01-11 10:33:00,Completada
176,4405,17,180,9,10,4,11,1,4988725.0,0.1,4489852,2023-01-11 10:33:00,Completada
177,2596,9,451,15,8,5,11,1,2794929.0,0.0,2794929,2023-01-11 14:02:00,Completada
178,3223,59,367,5,4,1,11,2,4911020.0,0.1,8839836,2023-01-11 15:21:00,Completada
179,3223,70,367,5,4,1,11,1,4283058.0,0.0,4283058,2023-01-11 15:21:00,Completada
180,1636,3,476,10,8,6,11,2,2429302.0,0.05,4615674,2023-01-11 17:38:00,Completada
181,1636,65,476,10,8,6,11,4,4414355.0,0.15,15008807,2023-01-11 17:38:00,Completada
182,1636,33,476,10,8,6,11,2,2356800.0,0.1,4242240,2023-01-11 17:38:00,Completada
183,1636,7,476,10,8,6,11,4,849772.0,0.05,3229134,2023-01-11 17:38:00,Completada
184,1636,61,476,10,8,6,11,1,1311538.0,0.0,1311538,2023-01-11 17:38:00,Completada
185,1771,76,339,9,8,1,11,4,3348251.0,0.0,13393004,2023-01-11 20:05:00,Completada
186,1771,12,339,9,8,1,11,4,1277038.0,0.0,5108152,2023-01-11 20:05:00,Completada
187,1771,7,339,9,8,1,11,3,849772.0,0.0,2549316,2023-01-11 20:05:00,Completada
188,1771,26,339,9,8,1,11,1,2244438.0,0.0,2244438,2023-01-11 20:05:00,Completada
189,456,45,307,2,1,2,11,4,4049410.0,0.1,14577876,2023-01-11 22:05:00,Completada
190,456,74,307,2,1,2,11,3,4678819.0,0.15,11930988,2023-01-11 22:05:00,Completada
191,456,37,307,2,1,2,11,2,3993742.0,0.0,7987484,2023-01-11 22:05:00,Completada
192,456,55,307,2,1,2,11,4,2711825.0,0.0,10847300,2023-01-11 22:05:00,Completada
193,456,31,307,2,1,2,11,1,1218378.0,0.0,1218378,2023-01-11 22:05:00,Completada
194,456,78,307,2,1,2,11,2,1867691.0,0.0,3735382,2023-01-11 22:05:00,Completada
195,456,65,307,2,1,2,11,1,4414355.0,0.15,3752202,2023-01-11 22:05:00,Completada
196,456,64,307,2,1,2,11,2,2795884.0,0.0,5591768,2023-01-11 22:05:00,Completada
197,4476,49,339,7,1,5,11,2,1993884.0,0.0,3987768,2023-01-11 22:44:00,Completada
198,3054,24,111,19,16,6,12,3,3406720.0,0.05,9709152,2023-01-12 13:02:00,Completada
199,3054,3,111,19,16,6,12,1,2429302.0,0.0,2429302,2023-01-12 13:02:00,Completada
200,3995,42,217,25,12,5,12,4,1636535.0,0.0,6546140,2023-01-12 13:56:00,Completada
201,3995,68,217,25,12,5,12,1,3504786.0,0.0,3504786,2023-01-12 13:56:00,Completada
202,3995,77,217,25,12,5,12,3,2907626.0,0.0,8722878,2023-01-12 13:56:00,Completada
203,3995,47,217,25,12,5,12,2,489921.0,0.0,979842,2023-01-12 13:56:00,Completada
204,3995,13,217,25,12,5,12,3,1241912.0,0.0,3725736,2023-01-12 13:56:00,Completada
205,2212,77,285,25,16,3,12,4,2907626.0,0.0,11630504,2023-01-12 17:56:00,Completada
206,2212,38,285,25,16,3,12,4,762081.0,0.1,2743492,2023-01-12 17:56:00,Completada
207,2212,27,285,25,16,3,12,4,2768937.0,0.0,11075748,2023-01-12 17:56:00,Completada
208,2212,45,285,25,16,3,12,2,4049410.0,0.0,8098820,2023-01-12 17:56:00,Completada
209,2212,64,285,25,16,3,12,2,2795884.0,0.1,5032591,2023-01-12 17:56:00,Completada
210,2212,42,285,25,16,3,12,3,1636535.0,0.15,4173164,2023-01-12 17:56:00,Completada
211,2212,16,285,25,16,3,12,2,748954.0,0.15,1273222,2023-01-12 17:56:00,Completada
212,2212,39,285,25,16,3,12,3,2545912.0,0.0,7637736,2023-01-12 17:56:00,Completada
213,1751,23,128,19,19,1,12,1,3175413.0,0.0,3175413,2023-01-12 19:47:00,Pendiente
214,1751,80,128,19,19,1,12,2,4868583.0,0.0,9737166,2023-01-12 19:47:00,Pendiente
215,1751,20,128,19,19,1,12,3,2061075.0,0.0,6183225,2023-01-12 19:47:00,Pendiente
216,3668,54,298,22,20,5,13,1,1053267.0,0.0,1053267,2023-01-13 09:55:00,Enviada
217,4626,73,151,18,4,5,13,1,4256133.0,0.0,4256133,2023-01-13 15:51:00,Completada
218,4626,23,151,18,4,5,13,1,3175413.0,0.0,3175413,2023-01-13 15:51:00,Completada
219,4626,77,151,18,4,5,13,3,2907626.0,0.05,8286734,2023-01-13 15:51:00,Completada
220,4626,59,151,18,4,5,13,1,4911020.0,0.1,4419918,2023-01-13 15:51:00,Completada
221,4626,27,151,18,4,5,13,3,2768937.0,0.0,8306811,2023-01-13 15:51:00,Completada
222,4626,63,151,18,4,5,13,4,4827443.0,0.0,19309772,2023-01-13 15:51:00,Completada
223,4626,40,151,18,4,5,13,1,3482106.0,0.0,3482106,2023-01-13 15:51:00,Completada
224,3979,15,162,14,10,4,13,1,3564230.0,0.0,3564230,2023-01-13 17:29:00,Completada
225,3979,23,162,14,10,4,13,3,3175413.0,0.05,9049927,2023-01-13 17:29:00,Completada
226,3979,59,162,14,10,4,13,3,4911020.0,0.1,13259754,2023-01-13 17:29:00,Completada
227,3979,47,162,14,10,4,13,3,489921.0,0.0,1469763,2023-01-13 17:29:00,Completada
228,3733,54,400,9,6,2,14,3,1053267.0,0.0,3159801,2023-01-14 10:52:00,Completada
229,3733,57,400,9,6,2,14,3,1150465.0,0.0,3451395,2023-01-14 10:52:00,Completada
230,3180,34,244,5,11,2,14,4,4917281.0,0.0,19669124,2023-01-14 11:53:00,Completada
231,3180,35,244,5,11,2,14,2,2000134.0,0.05,3800255,2023-01-14 11:53:00,Completada
232,3180,10,244,5,11,2,14,3,2025142.0,0.0,6075426,2023-01-14 11:53:00,Completada
233,2216,11,141,25,8,6,14,2,333812.0,0.0,667624,2023-01-14 11:56:00,Completada
234,2216,65,141,25,8,6,14,1,4414355.0,0.0,4414355,2023-01-14 11:56:00,Completada
235,2216,80,141,25,8,6,14,2,4868583.0,0.0,9737166,2023-01-14 11:56:00,Completada
236,2216,74,141,25,8,6,14,4,4678819.0,0.0,18715276,2023-01-14 11:56:00,Completada
237,2216,47,141,25,8,6,14,4,489921.0,0.15,1665731,2023-01-14 11:56:00,Completada
238,2216,43,141,25,8,6,14,2,1109003.0,0.15,1885305,2023-01-14 11:56:00,Completada
239,2216,46,141,25,8,6,14,4,1749843.0,0.0,6999372,2023-01-14 11:56:00,Completada
240,692,20,196,24,13,2,14,1,2061075.0,0.0,2061075,2023-01-14 12:24:00,Completada
241,692,62,196,24,13,2,14,4,4981306.0,0.0,19925224,2023-01-14 12:24:00,Completada
242,692,80,196,24,13,2,14,2,4868583.0,0.0,9737166,2023-01-14 12:24:00,Completada
243,1705,58,383,13,3,2,14,1,883025.0,0.1,794722,2023-01-14 16:56:00,Enviada
244,1705,29,383,13,3,2,14,1,413458.0,0.0,413458,2023-01-14 16:56:00,Enviada
245,1705,38,383,13,3,2,14,1,762081.0,0.05,723977,2023-01-14 16:56:00,Enviada
246,1705,55,383,13,3,2,14,3,2711825.0,0.0,8135475,2023-01-14 16:56:00,Enviada
247,4640,64,180,18,5,5,14,4,2795884.0,0.0,11183536,2023-01-14 20:31:00,Completada
248,4640,1,180,18,5,5,14,1,831633.0,0.0,831633,2023-01-14 20:31:00,Completada
249,4640,55,180,18,5,5,14,4,2711825.0,0.0,10847300,2023-01-14 20:31:00,Completada
250,4640,60,180,18,5,5,14,2,2588013.0,0.0,5176026,2023-01-14 20:31:00,Completada
251,4640,40,180,18,5,5,14,2,3482106.0,0.0,6964212,2023-01-14 20:31:00,Completada
252,4640,69,180,18,5,5,14,1,4234839.0,0.0,4234839,2023-01-14 20:31:00,Completada
253,4640,35,180,18,5,5,14,2,2000134.0,0.0,4000268,2023-01-14 20:31:00,Completada
254,1752,70,452,5,20,6,15,3,4283058.0,0.0,12849174,2023-01-15 17:33:00,Completada
255,1752,71,452,5,20,6,15,4,2028496.0,0.0,8113984,2023-01-15 17:33:00,Completada
256,1752,42,452,5,20,6,15,4,1636535.0,0.0,6546140,2023-01-15 17:33:00,Completada
257,1752,36,452,5,20,6,15,3,4083995.0,0.05,11639386,2023-01-15 17:33:00,Completada
258,1752,5,452,5,20,6,15,3,1354368.0,0.0,4063104,2023-01-15 17:33:00,Completada
259,1752,74,452,5,20,6,15,3,4678819.0,0.05,13334634,2023-01-15 17:33:00,Completada
260,1752,54,452,5,20,6,15,4,1053267.0,0.0,4213068,2023-01-15 17:33:00,Completada
261,1752,62,452,5,20,6,15,4,4981306.0,0.0,19925224,2023-01-15 17:33:00,Completada
262,3958,19,159,20,19,1,15,2,4883309.0,0.05,9278287,2023-01-15 19:27:00,Completada
263,3958,38,159,20,19,1,15,2,762081.0,0.1,1371746,2023-01-15 19:27:00,Completada
264,3958,75,159,20,19,1,15,1,3928850.0,0.0,3928850,2023-01-15 19:27:00,Completada
265,3958,28,159,20,19,1,15,3,2967557.0,0.15,7567270,2023-01-15 19:27:00,Completada
266,3958,70,159,20,19,1,15,2,4283058.0,0.2,6852893,2023-01-15 19:27:00,Completada
267,3958,61,159,20,19,1,15,4,1311538.0,0.0,5246152,2023-01-15 19:27:00,Completada
268,3958,78,159,20,19,1,15,1,1867691.0,0.0,1867691,2023-01-15 19:27:00,Completada
269,3565,43,146,12,14,2,16,2,1109003.0,0.0,2218006,2023-01-16 10:28:00,Completada
270,3565,68,146,12,14,2,16,1,3504786.0,0.0,3504786,2023-01-16 10:28:00,Completada
271,3565,34,146,12,14,2,16,4,4917281.0,0.0,19669124,2023-01-16 10:28:00,Completada
272,3565,38,146,12,14,2,16,4,762081.0,0.0,3048324,2023-01-16 10:28:00,Completada
273,3565,57,146,12,14,2,16,3,1150465.0,0.0,3451395,2023-01-16 10:28:00,Completada
274,346,18,482,11,18,2,16,1,1341237.0,0.0,1341237,2023-01-16 11:19:00,Completada
275,346,12,482,11,18,2,16,3,1277038.0,0.15,3256447,2023-01-16 11:19:00,Completada
276,346,67,482,11,18,2,16,2,1401568.0,0.0,2803136,2023-01-16 11:19:00,Completada
277,346,46,482,11,18,2,16,4,1749843.0,0.0,6999372,2023-01-16 11:19:00,Completada
